affinity_id,chemical_entity_id,affinity_type,affinity_symbols,affinity_value,affinity_unit,description,source,created_at,updated_at
CHAF00168,LIG00166,KD2,=,28,nM,"Based on surface plasmon resonance measurements, the equilibrium dissociation constants \(K_\text{D1}\) and \(K_\text{D2}\) of murine EGFR were 0.8 nM and 28 nM, respectively; the corresponding values for human EGFR were 0.9 nM and 28 nM.",,,
CHAF00169,CC00252,Kd,=,1,nM,Saturation binding assay using 125I-panitumumab,,,
CHAF00170,LIG00186,KD,=,21 ±0,pM,Interaction Map analysis of LigandTracer sensorgrams,,,
CHAF00171,LIG00166,Kd,=,1,nM,Cell-binding assay using HCT116 cells,,,
CHAF00172,LIG00169,Kd,=,9.2 ± 1.0,nM,Flow cytometry in HT-29 cells,,,
CHAF00173,LIG00169,Kd,=,101.7 ± 2,nM,Flow cytometry in SNU-C2B cells,,,
CHAF00174,LIG00169,Kd,=,211.1 ± 6.5,nM,Flow cytometry in DLD-1 cells,,,
CHAF00175,LIG00169,Kd,=,655.4 ± 3.1,nM,Flow cytometry in SW620 cells,,,
CHAF00176,LIG00169,Kd,=,"5.6 (DLD-1), 20.1 (SNU-C2B), 6.4 (HT-29), 5.4 (SW620)",nM,Flow cytometry saturation binding assay,,,
CHAF00177,LIG00169,IC50,=,1 .8 ± 1. 0 nM,,,,,
CHAF00178,LIG00169,IC50,=,84 ± 0.3,nM,IC50 Values of Immunoconjugates in  KRAS Mutant DLD-1,,,
CHAF00179,LIG00169,IC50,=,101.7 ± 0.3,nM,IC50 Values of Immunoconjugates in  KRAS Mutant SND-C2B,,,
CHAF00180,LIG00169,IC50,=,362.8 ± 2.3,nM,IC50 Values of Immunoconjugates in  KRAS Mutant SW620,,,
CHAF00181,LIG00169,IC50,=,/,nM,IC50 Values of Immunoconjugates in KRAS Wild-Type and BRAFV600E HT-29,,,
CHAF00182,CC00410,Kd​,=,​1.7,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00183,CC00410,IC50,=,2.3,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00184,CC00377,IC50,=,0.8,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00185,CC00396,IC50,=,0.72 ± 0.12,nM,Evaluate the binding capacity of compounds to SSTR2 via competitive binding assays.,,,
CHAF00186,CC00440,Kd,=,17.8,nM,The affinity of FITC-PA1 in H520 cells was determined by competitive receptor binding assays.,,,
CHAF00187,CC00440,Bmax,=,2.48±0.07,nM,The affinity of FITC-PA1 in H520 cells was determined by competitive receptor binding assays.,,,
CHAF00188,CC00452,IC50,=,15,nM,"Binding affinity to SSTR2 on AR42J cells, determined by competition with 125I-SS-14.",,,
CHAF00189,CC00373,IC50,=,15.50 ± 1.36,nM,Competitive binding assay in HCT116/SSTR2 cells,,,
CHAF00190,CC00417,IC50,=,0.74 ± 0.19 nM,nM,"The SSTR2 receptor 
binding aﬃnities  of  TOC peptides were determined by 
competitive displacement  of  125I-[Tyr3]octreotide bound to 
the SSTR2-positive AR42J cells",,,
CHAF00191,LIG00207,IC50,,0.72 ± 0.12*,nM,,,,
CHAF00192,LIG00207,IC50,=,4.1 ± 0.2‖,nM,In vitro receptor binding assay sstr2-affinity,,,
CHAF00193,CC00418,IC50,=,0.73 ± 0.15,nM,In vitro receptor binding assay sstr2-affinity,,,
CHAF00194,CC00418,IC50,=,1.2 ± 0.2,nM,In vitro receptor binding assay sstr2-affinity,,,
CHAF00195,CC00422,​IC50,=,1.4 – 0.35,nM,The binding affinity of [HYNIC]-BOC was tested in a competition assay against [125I-Tyr3 ]octreotide as a radio ligand,,,
CHAF00196,CC00424,Kd,=,1.5,nM,Competitive binding,,,
CHAF00197,CC00423,Ki,,0.6,nM,Ki assays were preformed once with the cold standards of the NOTA-Y3-TATE analogues.,,,
CHAF00198,CC00437,Kd,=,200,nM,Binds to hSSTR2-5 with high affinity and to hSSTR1 with lower affinity,,,
CHAF00199,CC00441,IC50,=,1,nM,"By evaluating the binding affinity of compounds to SSTR2, it was found that highly selective for SSTR2 with only minor affinity to SSTR3 and SSTR4, and nearly no affinity to SSTR1 and SSTR5.",,,
CHAF00200,CC00441,IC50,=,364,nM,"By evaluating the binding affinity of compounds to SSTR4, it was found that highly selective for SSTR2 with only minor affinity to SSTR3 and SSTR4, and nearly no affinity to SSTR1 and SSTR5.",,,
CHAF00201,CC00441,IC50,=,712,nM,"By evaluating the binding affinity of compounds to SSTR3, it was found that highly selective for SSTR2 with only minor affinity to SSTR3 and SSTR4, and nearly no affinity to SSTR1 and SSTR5.",,,
CHAF00202,CC00441,IC50,>,10000,nM,"By evaluating the binding affinity of compounds to SSTR1, it was found that highly selective for SSTR2 with only minor affinity to SSTR3 and SSTR4, and nearly no affinity to SSTR1 and SSTR5.",,,
CHAF00203,CC00441,IC50,>,1000,nM,"By evaluating the binding affinity of compounds to SSTR5, it was found that highly selective for SSTR2 with only minor affinity to SSTR3 and SSTR4, and nearly no affinity to SSTR1 and SSTR5.",,,
CHAF00204,CC01165,IC50,=,1.5±0.2,nM,"By evaluating the binding affinity of compounds to SSTR2, it was found that high-affinity pansomatostatin ligand.",,,
CHAF00205,CC00389,IC50,=,2.54 ± 0.20,nM,The IC₅₀ values were determined by competitive binding assays using purified Chinese hamster ovary-K1 (CHO-K1) cell membranes overexpressing somatostatin receptor subtype 2.,,,
CHAF00206,CC00389,IC50,=,5.29,nM,The IC₅₀ values were determined by competitive binding assays using purified Chinese hamster ovary-K1 (CHO-K1) cell membranes overexpressing somatostatin receptor subtype 2.,,,
CHAF00207,CC00484,IC50,=,0.7-1.4 nM (for FAP),nM,Enzyme inhibition assay using Z-Gly-Pro-AMC as substrate.,,,
CHAF00208,CC00485,IC50,=,0.7-1.4 nM (for FAP),nM,Enzyme inhibition assay using Z-Gly-Pro-AMC as substrate.,,,
CHAF00209,LIG00549,IC50,=,0.6,nM,"Enzyme inhibition assay (protocol slightly different from reference, used Ala-Pro-pNA substrate).",,,
CHAF00210,LIG00549,IC50,=,0.6,nM,"Enzyme inhibition assay (protocol slightly different from reference, used Ala-Pro-pNA substrate).",,,
CHAF00211,CC00487,Kd,=,51,µM,The binding affinity of Ga-FSDD0I  with HSA was determined using the biolayer interferometry (BLI) technique.,,,
CHAF00212,CC00489,Kd,=,18,µM,The binding affinity of Ga-FSDD3I with HSA was determined using the biolayer interferometry (BLI) technique.,,,
CHAF00213,LIG00218,Kd,=,0.68,nM,"Among FAP-speciﬁc small organic ligands,OncoFAP is the compound with the highest afﬁnity described so far (Kd =680 pM)",,,
CHAF00214,LIG00218,IC50,=,16.8,nM,The binding affinity for human FAP of OncoFAP was measured by fluorescence polarization,,,
CHAF00215,LIG00218,IC50,=,14.5,nM,The binding affinity for murine FAP of OncoFAP was measured by fluorescence polarization,,,
CHAF00216,CC00459,IC50,=,141.3,pM,Determined in enzymatic assay using hFAP and substrate Z-Gly-Pro-AMC,,,
CHAF00217,CC00460,IC50,=,120.5,pM,Determined in enzymatic assay using hFAP and substrate Z-Gly-Pro-AMC,,,
CHAF00218,CC00461,IC50,=,40.1,pM,Determined in enzymatic assay using hFAP and substrate Z-Gly-Pro-AMC,,,
CHAF00219,CC00462,IC50,=,105.1,pM,Determined in enzymatic assay using hFAP and substrate Z-Gly-Pro-AMC,,,
CHAF00220,RDC00781,binding constants,=,18.2,nM,Derived binding constants for the FAP6-targeted radioligands to HEK-hFAP cells,,,
CHAF00221,LIG00217,IC50,=,4.23,nM,The binding affinity of the compound for human (hu) FAP was determined by recombinant enzyme activity assay.,,,
CHAF00222,LIG00217,IC50,=,4.56,nM,The binding affinity of the compound for murine (mu) FAP was determined by recombinant enzyme activity assay.,,,
CHAF00223,CC00465,IC50,=,110 - 127,nM,Competitive binding vs. [177Lu]Lu-FAP-2286 in A549-FAP cells.,,,
CHAF00224,LIG00217,IC50,=,17.64±0.58,nM,competition assays,,,
CHAF00225,LIG00217,IC50,=,11.45 ± 0.85,nM,competition assays,,,
CHAF00226,CC00466,IC50,=,17.64±0.58,nM,,,,
CHAF00227,CC00468,IC50,=,157.8±14.5,pM,"Co-incubate test ligands at different concentrations with hFAP protein at a fixed concentration. Detect the inhibitory effect of the ligands on specific binding, fit a dose-response curve to calculate the IC50 value. A lower IC50 value indicates a higher affinity of the ligand for hFAP.",,,
CHAF00228,CC00469,IC50,=,39.4±16.1,pM,"Co-incubate test ligands at different concentrations with hFAP protein at a fixed concentration. Detect the inhibitory effect of the ligands on specific binding, fit a dose-response curve to calculate the IC50 value. A lower IC50 value indicates a higher affinity of the ligand for hFAP.",,,
CHAF00229,CC00470,IC50,=,634.3±102.3,pM,"Co-incubate test ligands at different concentrations with hFAP protein at a fixed concentration. Detect the inhibitory effect of the ligands on specific binding, fit a dose-response curve to calculate the IC50 value. A lower IC50 value indicates a higher affinity of the ligand for hFAP.",,,
CHAF00230,CC02012,IC50,=,247.6 ± 71.1,pM,All the ligands showed excellent inhibition properties on hFAP,,,
CHAF00231,CC02172,IC50,=,247.0 ± 17,pM,All the ligands showed excellent inhibition properties on hFAP,,,
CHAF00232,CC00472,IC50,=,−10.0,kcal/mol,Affinity score of the optimal conformation determined by molecular coupling (AutoDock Vina 1.1.2).,,,
CHAF00233,CC00472,Kd​,＜,10.09,pM,"The affinity of H3RESCA-FAPI for FAP protein is slightly higher than that of DOTA-FAPI-04, which is consistent with the results o",,,
CHAF00234,CC01174,IC50,=,0.71,nM,FAP enzymatic inhibition,,,
CHAF00235,CC01174,IC50,=,2.78 nM,,"FAP-HXN inhibited FAP enzymatic activity using recombinant human and mouse FAP in vitro, showing mean inhibitory concentration of 50% (IC50) values of 0.71 and 2.78 nM",,,
CHAF00236,CC01174,IC50,=,10,μM,"FAP-HXN demonstrated minimal activity against the DPP4 and PREP proteases, with IC50 values over 10 and 1 μM, respectively",,,
CHAF00237,CC01174,IC50,=,1,μM,"FAP-HXN demonstrated minimal activity against the DPP4 and PREP proteases, with IC50 values over 10 and 1 μM, respectively",,,
CHAF00238,CC00473,IC50,=,11.43±1.66,nM,The binding affinity of BiFAPI (IC50: 11.43 ± 1.66 nM)  in HT1080-hFAP cells,,,
CHAF00239,CC00473,IC50,=,6.58 ± 1.60,nM,The binding affinity of BiFAPI (IC50: 11.43 ± 1.66 nM)  in HT1080-hFAP cells,,,
CHAF00240,CC00133,IC50,,4.04 ± 1.64,nM,The binding affinity of BiFAPI (IC50: 11.43 ± 1.66 nM)  in HT1080-hFAP cells,,,
CHAF00241,RDC00802,IC50,=,2.57 ± 0.89,M,"Seed HT-1080-FAP cells (tumor cells transfected with human FAP gene) into a 96-well plate to provide FAP targets for the binding reaction.Prepare the radiolabeled antibody [¹⁷⁷Lu]-DOTA-NCS-PKU525, and simultaneously prepare unlabeled antibody derivatives at different concentration gradients (0.01–200 nM), including DOTA-NCS-PKU525, DOTA-NHS-PKU525, and DOTA-MAL-PKU525.Add an equal volume of radiolabeled antibody to each well, and simultaneously add different concentrations of unlabeled antibody derivatives respectively. Incubate in a 37℃, 5% CO₂ incubator for 2 hours to allow the labeled and unlabeled antibodies to compete for binding to FAP on the cell surface.After incubation, remove the medium, wash the cells twice with PBS to remove unbound antibodies, harvest the cells, and determine the radioactivity intensity bound to the cells using a γ-counter.Plot a competition curve with the concentration of unlabeled antibody as the abscissa and the relative radioactivity intensity bound to the cells as the ordinate. Calculate the IC50 value (half-maximal inhibitory concentration) through curve fitting to indirectly characterize the binding affinity of the antibody. A lower IC50 value indicates higher affinity.",,,
CHAF00242,RDC00803,IC50,=,4.38 ± 1.05,M,"Seed HT-1080-FAP cells (tumor cells transfected with human FAP gene) into a 96-well plate to provide FAP targets for the binding reaction.Prepare the radiolabeled antibody [¹⁷⁷Lu]-DOTA-NCS-PKU525, and simultaneously prepare unlabeled antibody derivatives at different concentration gradients (0.01–200 nM), including DOTA-NCS-PKU525, DOTA-NHS-PKU525, and DOTA-MAL-PKU525.Add an equal volume of radiolabeled antibody to each well, and simultaneously add different concentrations of unlabeled antibody derivatives respectively. Incubate in a 37℃, 5% CO₂ incubator for 2 hours to allow the labeled and unlabeled antibodies to compete for binding to FAP on the cell surface.After incubation, remove the medium, wash the cells twice with PBS to remove unbound antibodies, harvest the cells, and determine the radioactivity intensity bound to the cells using a γ-counter.Plot a competition curve with the concentration of unlabeled antibody as the abscissa and the relative radioactivity intensity bound to the cells as the ordinate. Calculate the IC50 value (half-maximal inhibitory concentration) through curve fitting to indirectly characterize the binding affinity of the antibody. A lower IC50 value indicates higher affinity.",,,
CHAF00243,RDC00804,IC50,=,20.81 ± 4.28,M,"Seed HT-1080-FAP cells (tumor cells transfected with human FAP gene) into a 96-well plate to provide FAP targets for the binding reaction.Prepare the radiolabeled antibody [¹⁷⁷Lu]-DOTA-NCS-PKU525, and simultaneously prepare unlabeled antibody derivatives at different concentration gradients (0.01–200 nM), including DOTA-NCS-PKU525, DOTA-NHS-PKU525, and DOTA-MAL-PKU525.Add an equal volume of radiolabeled antibody to each well, and simultaneously add different concentrations of unlabeled antibody derivatives respectively. Incubate in a 37℃, 5% CO₂ incubator for 2 hours to allow the labeled and unlabeled antibodies to compete for binding to FAP on the cell surface.After incubation, remove the medium, wash the cells twice with PBS to remove unbound antibodies, harvest the cells, and determine the radioactivity intensity bound to the cells using a γ-counter.Plot a competition curve with the concentration of unlabeled antibody as the abscissa and the relative radioactivity intensity bound to the cells as the ordinate. Calculate the IC50 value (half-maximal inhibitory concentration) through curve fitting to indirectly characterize the binding affinity of the antibody. A lower IC50 value indicates higher affinity.",,,
CHAF00244,RDC00801,IC50,=,6.08*10^-10,M,"Seed HT-1080-FAP cells (tumor cells transfected with human FAP gene) into a 96-well plate to provide FAP targets for the binding reaction.Prepare the radiolabeled antibody [¹⁷⁷Lu]-DOTA-NCS-PKU525, and simultaneously prepare unlabeled antibody derivatives at different concentration gradients (0.01–200 nM), including DOTA-NCS-PKU525, DOTA-NHS-PKU525, and DOTA-MAL-PKU525.Add an equal volume of radiolabeled antibody to each well, and simultaneously add different concentrations of unlabeled antibody derivatives respectively. Incubate in a 37℃, 5% CO₂ incubator for 2 hours to allow the labeled and unlabeled antibodies to compete for binding to FAP on the cell surface.After incubation, remove the medium, wash the cells twice with PBS to remove unbound antibodies, harvest the cells, and determine the radioactivity intensity bound to the cells using a γ-counter.Plot a competition curve with the concentration of unlabeled antibody as the abscissa and the relative radioactivity intensity bound to the cells as the ordinate. Calculate the IC50 value (half-maximal inhibitory concentration) through curve fitting to indirectly characterize the binding affinity of the antibody. A lower IC50 value indicates higher affinity.",,,
CHAF00245,CC00474,Kd,=,1.61,pM,SPR study was performed in single-cycle mode to investigate the molecule-target interaction kinetics,,,
CHAF00246,CC00474,IC50,=,21.6 ±2.34,nM,The competition assays were performed using HT1080-FAP cells,,,
CHAF00247,CC00475,Kd,=,24.9,pM,SPR study was performed in single-cycle mode to investigate the molecule-target interaction kinetics,,,
CHAF00248,CC00475,IC50,=,43.1 ± 3.75,nM,The competition assays were performed using HT1080-FAP cells,,,
CHAF00249,CC00479,IC50,=,0.47,nM,,,,
CHAF00250,CC00480,IC50,=,0.16,nM,Fluorogenic substrates,,,
CHAF00251,CC00133,IC50,=,0.89,nM,,,,
CHAF00252,CC00498,IC50,=,8,nM,The IC50 value was used to evaluate the affinity of the probe for the FAP protein in protein.,,,
